Time - Force	Amplitude - Force
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,7	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,8	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
5,9	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,1	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,2	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,3	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,4	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,5	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
6,6	-0,1
